352.87,0.83,0.0511,359.78,0.07,0.0266
352.87,0.83,0.0525,359.78,0,0.0265
352.87,0.83,0.0539,359.78,0,0.0265
352.87,0.87,0.0553,359.78,0.04,0.0265
352.87,0.61,0.0563,359.78,0.32,0.027
352.87,0.61,0.0573,359.78,0.32,0.0276
352.87,0.77,0.0586,359.78,0.12,0.0277
352.87,0.72,0.0598,359.78,0.07,0.0278
352.87,0.72,0.061,359.78,0.07,0.0279
352.87,0.79,0.0623,359.78,-0.02,0.0278
352.87,0.94,0.0639,359.78,0.08,0.0279
352.87,0.94,0.0655,359.78,0.08,0.028
352.87,1.02,0.0672,359.78,0.09,0.0281
352.87,0.95,0.0688,359.78,-0.11,0.0278
352.87,0.95,0.0704,359.78,-0.11,0.0276
352.87,1.1,0.0722,359.78,0.05,0.0276
352.87,1.02,0.0739,359.78,0.26,0.028
352.87,1.02,0.0756,359.78,0.26,0.0285
352.87,0.98,0.0773,359.78,0.12,0.0286
352.87,0.98,0.0789,359.78,-0.03,0.0285
352.87,1.13,0.0808,359.78,-0.03,0.0284
352.87,1.09,0.0826,359.78,-0.06,0.0283
352.87,1.09,0.0844,359.78,0.28,0.0287
352.87,1.02,0.0861,359.78,0.28,0.0292
352.87,1.01,0.0877,359.78,0.45,0.0299
352.87,1.01,0.0894,359.78,0.31,0.0304
352.87,0.99,0.091,359.78,0.31,0.031
352.87,1.17,0.093,359.78,0.12,0.0311
352.87,1.17,0.0949,359.78,0.12,0.0313
352.87,1.06,0.0966,359.78,0.12,0.0314
352.87,1.06,0.0984,359.78,0,0.0314
352.87,1.06,0.1001,359.78,0,0.0313
352.87,0.92,0.1016,359.78,0.28,0.0318
352.87,1.1,0.1034,359.78,-0.08,0.0316
352.87,1.1,0.1052,359.78,-0.08,0.0314
352.87,0.96,0.1067,359.78,0.03,0.0314
352.87,0.96,0.1083,359.78,0.01,0.0313
352.87,1.25,0.1103,359.78,0.01,0.0313
352.87,1.01,0.1119,359.78,0.25,0.0317
352.87,1.01,0.1135,359.78,0.07,0.0317
352.87,1.13,0.1154,359.78,0.07,0.0318
352.87,1.28,0.1175,359.78,-0.08,0.0316
352.87,1.28,0.1196,359.78,0.07,0.0317
352.87,1.2,0.1215,359.78,0.07,0.0317
352.87,1.17,0.1234,359.78,-0.02,0.0316
352.87,1.17,0.1253,359.78,0.32,0.0322
352.87,1.17,0.1271,359.78,0.32,0.0327
352.87,1.17,0.129,359.78,0.12,0.0328
352.87,1.17,0.1309,359.78,0,0.0328
352.87,0.92,0.1323,359.78,0,0.0327
352.87,0.84,0.1336,359.78,-0.11,0.0325
352.87,0.84,0.1349,359.78,0.03,0.0324
352.87,1.03,0.1365,359.78,0.03,0.0324
352.87,1.03,0.1381,359.78,0.17,0.0327
352.87,1.05,0.1397,359.78,0.11,0.0328
352.87,1.07,0.1414,359.78,0.11,0.033
352.87,1.07,0.1431,359.78,0.17,0.0332
352.87,1.12,0.1448,359.78,0.17,0.0335
352.87,1.07,0.1465,359.78,0.05,0.0335
352.87,1.07,0.1482,359.78,0.08,0.0336
352.87,1.17,0.15,359.78,0.08,0.0337
352.87,0.98,0.1515,359.78,0.22,0.034
352.87,0.98,0.153,359.78,0.05,0.034
352.87,1.24,0.1549,359.78,0.05,0.0341
352.87,1.07,0.1566,359.78,-0.07,0.0339
352.87,1.07,0.1582,359.78,0.13,0.034
352.87,0.84,0.1595,359.78,0.13,0.0342
352.87,0.83,0.1607,359.78,0.23,0.0346
352.87,1.05,0.1623,359.78,0.23,0.0349
352.87,1.05,0.1639,359.78,0.23,0.0353
352.87,1.05,0.1655,359.78,0.11,0.0354
352.87,1.02,0.167,359.78,0.11,0.0355
352.87,1.07,0.1686,359.78,0.11,0.0357
352.87,1.07,0.1703,359.78,0.37,0.0363
352.87,0.83,0.1714,359.78,0.37,0.0369
352.87,0.87,0.1727,359.78,0.04,0.0369
352.87,0.87,0.174,359.78,0.05,0.0369
352.87,0.91,0.1753,359.78,0.05,0.0369
352.87,0.94,0.1767,359.78,0.12,0.0371
352.87,0.94,0.178,359.78,0.23,0.0374
352.87,0.94,0.1794,359.78,0.23,0.0378
352.87,0.94,0.1808,359.78,0.05,0.0378
352.87,0.94,0.1821,359.78,0.22,0.0381
352.87,1.03,0.1837,359.78,0.22,0.0384
352.87,1.03,0.1852,359.78,0.3,0.0389
352.87,1.13,0.1869,359.78,0.27,0.0393
352.87,0.99,0.1883,359.78,0.27,0.0397
352.87,0.99,0.1898,359.78,0.03,0.0397
352.87,1.1,0.1914,359.78,0.15,0.0399
352.87,0.96,0.1928,359.78,0.15,0.0401
352.87,0.96,0.1942,359.78,0.13,0.0403
352.87,1.05,0.1957,359.78,0.13,0.0404
352.87,1.13,0.1974,359.78,0.32,0.0409
352.87,1.13,0.1991,359.78,0.22,0.0413
352.87,1.03,0.2006,359.78,0.22,0.0416
352.87,1.33,0.2026,359.78,0.08,0.0416
352.87,1.33,0.2047,359.78,0.23,0.042
352.87,1.09,0.2063,359.78,0.23,0.0423
352.87,1.21,0.2081,359.78,0.39,0.0429
352.87,1.21,0.2099,359.78,0.11,0.0431
352.87,1.22,0.2117,359.78,0.11,0.0432
352.87,1.22,0.2135,359.78,0.17,0.0434
352.87,1.1,0.2151,359.78,0.05,0.0434
352.87,1.24,0.2169,359.78,0.05,0.0434
352.87,1.24,0.2188,359.78,0.22,0.0438
352.87,1.15,0.2205,359.78,0.56,0.0447
352.87,1.35,0.2225,359.78,0.56,0.0456
352.87,1.35,0.2245,359.78,0.34,0.0461
352.87,1.17,0.2262,359.78,0.34,0.0467
352.87,1.03,0.2277,359.78,0.22,0.047
352.87,1.03,0.2291,359.78,0.27,0.0474
352.87,1.01,0.2305,359.78,0.27,0.0478
352.87,1.2,0.2323,359.78,0.31,0.0482
352.87,1.2,0.234,359.78,0.2,0.0485
352.87,1.22,0.2358,359.78,0.2,0.0488
352.87,1.2,0.2375,359.78,0.07,0.0488
352.87,1.2,0.2392,359.78,0.25,0.0492
352.87,1.01,0.2406,359.78,0.25,0.0495
352.87,1.01,0.242,359.78,0.2,0.0498
352.87,1.09,0.2435,359.78,0.17,0.05
352.87,0.99,0.2449,359.78,0.17,0.0503
352.87,0.99,0.2462,359.78,0.19,0.0505
352.87,0.88,0.2474,359.78,0.04,0.0505
352.87,0.98,0.2487,359.78,0.04,0.0505
352.87,0.98,0.25,359.78,0.19,0.0507
352.87,1.13,0.2516,359.78,0.19,0.0509
352.87,1.02,0.253,359.78,0.34,0.0515
352.87,1.02,0.2543,359.78,0.23,0.0518
352.87,0.9,0.2555,359.78,0.23,0.0521
352.87,0.99,0.2568,359.78,0.28,0.0525
352.87,0.99,0.2582,359.78,0.2,0.0528
352.87,0.83,0.2592,359.78,0.2,0.0531
352.87,0.98,0.2605,359.78,0.07,0.0531
352.87,0.98,0.2618,359.78,0.17,0.0533
352.87,1.03,0.2632,359.78,0.17,0.0535
352.87,1.03,0.2646,359.78,0.31,0.054
352.87,0.94,0.2658,359.78,0.2,0.0543
352.87,0.77,0.2667,359.78,0.2,0.0545
352.87,0.77,0.2676,359.78,0.28,0.0549
352.87,0.95,0.2688,359.78,0.31,0.0554
352.87,0.86,0.2699,359.78,0.09,0.0555
352.87,0.86,0.2709,359.78,0.11,0.0556
352.87,0.83,0.2719,359.78,0.11,0.0557
352.87,0.86,0.273,359.78,0.3,0.0561
352.87,0.86,0.274,359.78,0.39,0.0567
352.87,0.57,0.2746,359.78,0.39,0.0573
352.87,0.77,0.2755,359.78,0.41,0.0579
352.87,0.77,0.2764,359.78,0.64,0.059
352.87,0.83,0.2774,359.78,0.64,0.06
352.87,0.86,0.2784,359.78,0.2,0.0603
352.87,0.86,0.2794,359.78,0.46,0.061
352.87,0.92,0.2806,359.78,0.46,0.0617
352.87,0.92,0.2818,359.78,0.32,0.0622
352.87,0.79,0.2827,359.78,0.2,0.0624
352.87,0.91,0.2838,359.78,0.2,0.0627
352.87,0.91,0.2849,359.78,0.12,0.0628
352.87,0.83,0.2859,359.78,0.27,0.0632
352.87,0.95,0.2871,359.78,0.05,0.0632
352.87,0.95,0.2883,359.78,0.26,0.0635
352.87,0.77,0.2892,359.78,0.26,0.0639
352.87,0.83,0.2902,359.78,0.19,0.0641
352.87,0.83,0.2911,359.78,0,0.064
352.87,0.9,0.2922,359.78,0,0.0639
352.87,0.77,0.2931,359.78,0.5,0.0646
352.87,0.77,0.294,359.78,0.31,0.0651
352.87,0.86,0.295,359.78,0.31,0.0655
352.87,0.87,0.296,359.78,0.03,0.0655
352.87,0.87,0.297,359.78,0.05,0.0654
352.87,0.9,0.2981,359.78,0.05,0.0654
352.87,0.9,0.2992,359.78,0.54,0.0663
352.87,0.75,0.3,359.78,0.49,0.067
352.87,0.87,0.301,359.78,0.49,0.0678
352.87,0.87,0.3021,359.78,0.32,0.0682
352.87,0.98,0.3033,359.78,0.22,0.0685
352.87,0.73,0.3041,359.78,0.22,0.0688
352.87,0.73,0.3048,359.78,0.34,0.0693
352.87,0.65,0.3055,359.78,0.34,0.0697
352.87,0.86,0.3064,359.78,0.35,0.0703
352.87,0.86,0.3074,359.78,0.27,0.0706
352.87,0.87,0.3084,359.78,0.27,0.071
352.87,0.77,0.3093,359.78,0.28,0.0714
352.87,0.77,0.3101,359.78,0.41,0.072
352.87,0.83,0.3111,359.78,0.41,0.0726
352.87,0.83,0.312,359.78,0.25,0.0729
352.87,0.8,0.3129,359.78,0.17,0.0731
352.87,0.67,0.3135,359.78,0.17,0.0732
352.87,0.67,0.3141,359.78,0.23,0.0735
352.87,0.87,0.3151,359.78,0.07,0.0735
352.87,0.92,0.3162,359.78,0.07,0.0735
352.87,0.92,0.3173,359.78,0.2,0.0737
352.87,0.73,0.3181,359.78,0.23,0.074
352.87,0.71,0.3188,359.78,0.23,0.0743
352.87,0.71,0.3195,359.78,0.19,0.0745
352.87,0.65,0.3201,359.78,0.19,0.0747
352.87,0.68,0.3207,359.78,0.46,0.0754
352.87,0.68,0.3214,359.78,0.27,0.0757
352.87,0.58,0.3218,359.78,0.27,0.0761
352.87,0.58,0.3223,359.78,0.35,0.0766
352.87,0.58,0.3228,359.78,0.5,0.0774
352.87,0.49,0.3231,359.78,0.5,0.0781
352.87,0.49,0.3234,359.78,0.39,0.0787
352.87,0.6,0.3239,359.78,0.22,0.0789
352.87,0.68,0.3245,359.78,0.22,0.0792
352.87,0.68,0.3252,359.78,-0.08,0.0789
352.87,0.71,0.3258,359.78,0.25,0.0792
352.87,0.56,0.3263,359.78,0.25,0.0795
352.87,0.56,0.3267,359.78,0.16,0.0796
352.87,0.56,0.3271,359.78,0.22,0.0799
352.87,0.61,0.3276,359.78,0.22,0.0801
352.87,0.61,0.3281,359.78,0.31,0.0805
352.87,0.67,0.3287,359.78,0.31,0.081
352.87,0.79,0.3296,359.78,0.48,0.0817
352.87,0.79,0.3304,359.78,0.37,0.0822
352.87,0.83,0.3313,359.78,0.37,0.0827
352.87,0.77,0.3321,359.78,0.34,0.0831
352.87,0.77,0.3329,359.78,0.32,0.0836
352.87,0.94,0.334,359.78,0.32,0.084
352.87,0.94,0.335,359.78,0.41,0.0846
352.87,0.88,0.336,359.78,0.19,0.0848
352.87,0.86,0.337,359.78,0.19,0.085
352.87,0.86,0.3379,359.78,0.3,0.0853
352.87,0.79,0.3387,359.78,0.41,0.0859
352.87,0.8,0.3395,359.78,0.41,0.0865
352.87,0.8,0.3404,359.78,0.12,0.0866
352.87,0.64,0.3409,359.78,0.25,0.0868
352.87,0.77,0.3417,359.78,0.25,0.0871
352.87,0.77,0.3425,359.78,0.27,0.0875
352.87,0.8,0.3433,359.78,0.27,0.0878
352.87,0.83,0.3442,359.78,0.35,0.0883
352.87,0.83,0.345,359.78,0.07,0.0882
352.87,0.8,0.3459,359.78,0.07,0.0882
352.87,0.64,0.3464,359.78,0.25,0.0885
352.87,0.64,0.3469,359.78,0.46,0.0891
352.87,0.76,0.3477,359.78,0.46,0.0898
352.87,0.76,0.3484,359.78,0.43,0.0904
352.87,0.86,0.3493,359.78,0.38,0.091
352.87,0.8,0.3501,359.78,0.38,0.0915
352.87,0.8,0.3509,359.78,0.39,0.092
352.87,0.76,0.3517,359.78,0.22,0.0922
352.87,0.87,0.3526,359.78,0.22,0.0925
352.87,0.87,0.3535,359.78,0.51,0.0932
352.87,0.79,0.3543,359.78,0.49,0.0939
352.87,0.76,0.3551,359.78,0.49,0.0946
352.87,0.76,0.3558,359.78,0.37,0.0951
352.87,0.77,0.3565,359.78,0.37,0.0956
352.87,0.73,0.3572,359.78,0.45,0.0963
352.87,0.73,0.3579,359.78,0.25,0.0965
352.87,0.88,0.3588,359.78,0.25,0.0968
352.87,0.87,0.3598,359.78,0.6,0.0977
352.87,0.87,0.3607,359.78,0.45,0.0983
352.87,0.9,0.3616,359.78,0.45,0.099
352.87,0.9,0.3626,359.78,0.42,0.0995
352.87,0.73,0.3633,359.78,0.43,0.1001
352.87,0.76,0.364,359.78,0.43,0.1007
352.87,0.76,0.3647,359.78,0.25,0.101
352.87,0.73,0.3654,359.78,0.45,0.1016
352.87,0.83,0.3662,359.78,0.45,0.1022
352.87,0.83,0.367,359.78,0.26,0.1025
352.87,0.86,0.3679,359.78,0.54,0.1033
352.87,0.87,0.3688,359.78,0.54,0.1041
352.87,0.87,0.3697,359.78,0.49,0.1048
352.87,0.91,0.3707,359.78,0.49,0.1055
352.87,1.05,0.3719,359.78,0.7,0.1066
352.87,1.05,0.3731,359.78,0.75,0.1077
352.87,0.83,0.374,359.78,0.75,0.1089
352.87,0.83,0.3748,359.78,0.7,0.1099
352.87,0.92,0.3758,359.78,0.48,0.1106
352.87,0.94,0.3768,359.78,0.48,0.1113
352.87,0.94,0.3778,359.78,0.72,0.1124
352.87,0.9,0.3787,359.78,0.51,0.1131
352.87,0.88,0.3796,359.78,0.51,0.1138
352.87,0.88,0.3805,359.78,0.56,0.1146
352.87,0.67,0.381,359.78,0.49,0.1153
352.87,0.88,0.382,359.78,0.49,0.1159
352.87,0.88,0.3829,359.78,0.6,0.1168
352.87,0.82,0.3836,359.78,0.68,0.1178
352.87,0.92,0.3846,359.78,0.68,0.1188
352.87,0.92,0.3856,359.78,0.46,0.1194
352.87,0.71,0.3862,359.78,0.46,0.1201
352.87,0.88,0.3871,359.78,0.54,0.1208
352.87,0.88,0.3879,359.78,0.6,0.1217
352.87,0.9,0.3889,359.78,0.6,0.1225
352.87,0.9,0.3898,359.78,0.41,0.123
352.87,0.8,0.3905,359.78,0.46,0.1237
352.87,0.64,0.391,359.78,0.46,0.1243
352.87,0.64,0.3914,359.78,0.45,0.1248
352.87,0.72,0.392,359.78,0.56,0.1256
352.87,0.73,0.3926,359.78,0.56,0.1264
352.87,0.73,0.3932,359.78,0.49,0.127
352.87,0.91,0.3942,359.78,0.57,0.1278
352.87,0.84,0.395,359.78,0.57,0.1286
352.87,0.84,0.3958,359.78,0.73,0.1297
352.87,0.87,0.3966,359.78,0.73,0.1308
352.87,0.77,0.3973,359.78,0.75,0.1319
352.87,0.77,0.398,359.78,0.56,0.1327
352.87,0.73,0.3986,359.78,0.56,0.1335
352.87,0.84,0.3994,359.78,0.7,0.1345
352.87,0.84,0.4002,359.78,0.45,0.1351
352.87,0.9,0.4011,359.78,0.45,0.1356
352.87,0.9,0.402,359.78,0.9,0.137
352.87,0.91,0.4029,359.78,0.96,0.1385
352.87,0.76,0.4036,359.78,0.96,0.14
352.87,0.76,0.4042,359.78,0.8,0.1412
352.87,0.57,0.4045,359.78,0.84,0.1424
352.87,0.82,0.4052,359.78,0.84,0.1437
352.87,0.82,0.406,359.78,0.5,0.1443
352.87,0.96,0.407,359.78,0.43,0.1448
352.87,0.77,0.4076,359.78,0.43,0.1454
352.87,0.77,0.4083,359.78,0.42,0.1459
352.87,0.8,0.409,359.78,0.42,0.1463
352.87,0.8,0.4097,359.78,0.73,0.1474
352.87,0.8,0.4104,359.78,0.84,0.1487
352.87,0.82,0.4111,359.78,0.84,0.1499
352.87,0.57,0.4114,359.78,0.64,0.1508
352.87,0.57,0.4117,359.78,0.73,0.1518
352.87,0.73,0.4123,359.78,0.73,0.1529
352.87,0.73,0.4129,359.78,0.39,0.1533
352.87,0.71,0.4134,359.78,0.58,0.1541
352.87,0.79,0.4141,359.78,0.58,0.1549
352.87,0.79,0.4148,359.78,0.46,0.1554
352.87,0.92,0.4157,359.78,0.35,0.1558
352.87,0.52,0.4159,359.78,0.35,0.1561
352.87,0.52,0.416,359.78,0.58,0.1569
352.87,0.83,0.4168,359.78,0.51,0.1575
352.87,0.8,0.4175,359.78,0.51,0.1582
352.87,0.8,0.4182,359.78,0.58,0.1589
352.87,0.73,0.4187,359.78,0.58,0.1597
352.87,0.63,0.4191,359.78,0.7,0.1607
352.87,0.63,0.4195,359.78,0.5,0.1613
352.87,0.82,0.4202,359.78,0.5,0.1619
352.87,0.8,0.4209,359.78,0.61,0.1627
352.87,0.8,0.4216,359.78,0.45,0.1632
352.87,0.96,0.4225,359.78,0.45,0.1637
352.87,0.96,0.4235,359.78,0.77,0.1648
352.87,0.71,0.424,359.78,0.84,0.1661
352.87,0.83,0.4248,359.78,0.84,0.1673
352.87,0.83,0.4255,359.78,0.68,0.1682
352.87,0.86,0.4263,359.78,0.73,0.1692
352.87,0.94,0.4272,359.78,0.73,0.1702
352.87,0.94,0.4281,359.78,0.6,0.171
352.87,0.91,0.429,359.78,0.56,0.1717
352.87,0.92,0.4299,359.78,0.56,0.1724
352.87,0.92,0.4308,359.78,0.88,0.1737
352.87,0.82,0.4314,359.78,0.88,0.175
352.87,0.8,0.4321,359.78,0.76,0.176
352.87,0.8,0.4328,359.78,0.56,0.1767
352.87,0.68,0.4332,359.78,0.56,0.1774
352.87,0.68,0.4337,359.78,0.49,0.1779
352.87,0.76,0.4342,359.78,0.65,0.1788
352.87,0.65,0.4346,359.78,0.65,0.1796
352.87,0.65,0.435,359.78,0.58,0.1804
352.87,0.72,0.4355,359.78,0.5,0.1809
352.87,0.64,0.4359,359.78,0.5,0.1815
352.87,0.64,0.4363,359.78,0.56,0.1822
352.87,0.6,0.4366,359.78,0.56,0.1829
352.87,0.86,0.4373,359.78,0.56,0.1835
352.87,0.86,0.4381,359.78,0.53,0.1842
352.87,0.83,0.4388,359.78,0.49,0.1847
352.87,0.79,0.4394,359.78,0.49,0.1853
352.87,0.79,0.44,359.78,0.57,0.186
352.87,0.91,0.4409,359.78,0.57,0.1866
352.87,0.83,0.4416,359.78,0.49,0.1872
352.87,0.83,0.4423,359.78,0.49,0.1877
352.87,0.79,0.4429,359.78,0.49,0.1883
352.87,0.79,0.4435,359.78,0.8,0.1894
352.87,0.75,0.4441,359.78,0.7,0.1903
352.87,0.82,0.4447,359.78,0.7,0.1912
352.87,0.82,0.4454,359.78,0.54,0.1919
352.87,0.96,0.4463,359.78,0.67,0.1927
352.87,0.94,0.4472,359.78,0.67,0.1936
352.87,0.94,0.4481,359.78,0.64,0.1944
352.87,0.96,0.449,359.78,0.69,0.1953
352.87,0.86,0.4498,359.78,0.69,0.1962
352.87,0.86,0.4505,359.78,0.77,0.1972
352.87,0.87,0.4513,359.78,0.77,0.1982
352.87,0.88,0.452,359.78,0.46,0.1987
352.87,0.88,0.4528,359.78,0.57,0.1994
352.87,0.9,0.4536,359.78,0.57,0.2
352.87,0.75,0.4541,359.78,0.87,0.2013
352.87,0.75,0.4547,359.78,0.64,0.202
352.87,0.88,0.4554,359.78,0.64,0.2028
352.87,0.88,0.4562,359.78,0.56,0.2035
352.87,0.87,0.457,359.78,0.82,0.2046
352.87,0.87,0.4577,359.78,0.82,0.2057
352.87,0.87,0.4584,359.78,0.79,0.2067
352.87,0.83,0.4591,359.78,0.6,0.2074
352.87,1.18,0.4604,359.78,0.6,0.2081
352.87,1.18,0.4617,359.78,0.77,0.2091
352.87,0.82,0.4623,359.78,0.67,0.21
352.87,0.76,0.4629,359.78,0.67,0.2108
352.87,0.76,0.4634,359.78,0.54,0.2114
352.87,0.82,0.464,359.78,0.54,0.212
352.87,0.98,0.465,359.78,0.54,0.2126
352.87,0.98,0.4659,359.78,0.67,0.2134
352.87,0.92,0.4667,359.78,0.67,0.2142
352.87,0.95,0.4676,359.78,0.56,0.2148
352.87,0.95,0.4685,359.78,0.57,0.2154
352.87,0.92,0.4693,359.78,0.57,0.2161
352.87,0.92,0.4701,359.78,0.45,0.2165
352.87,0.99,0.4711,359.78,0.67,0.2173
352.87,1.09,0.4722,359.78,0.67,0.2181
352.87,1.09,0.4733,359.78,0.7,0.219
352.87,1.02,0.4743,359.78,0.5,0.2195
352.87,1.07,0.4753,359.78,0.5,0.22
352.87,1.07,0.4764,359.78,0.65,0.2208
352.87,0.96,0.4773,359.78,0.87,0.222
352.87,1.09,0.4784,359.78,0.87,0.2231
352.87,1.09,0.4795,359.78,0.75,0.2241
352.87,1.07,0.4806,359.78,0.75,0.225
352.87,1.21,0.4819,359.78,0.65,0.2258
352.87,1.21,0.4832,359.78,0.72,0.2267
352.87,1.14,0.4844,359.78,0.72,0.2275
352.87,1.31,0.4858,359.78,0.77,0.2285
352.87,1.09,0.4869,359.78,0.67,0.2293
352.87,1.18,0.4882,359.78,0.67,0.2301
352.87,1.18,0.4894,359.78,0.56,0.2307
352.87,1.07,0.4905,359.78,0.69,0.2315
352.87,1.17,0.4917,359.78,0.69,0.2323
352.87,1.17,0.4929,359.78,0.82,0.2334
352.87,1.1,0.494,359.78,0.69,0.2342
352.87,1.14,0.4952,359.78,0.69,0.235
352.87,1.14,0.4963,359.78,0.69,0.2359
352.87,1.17,0.4975,359.78,0.83,0.2369
352.87,0.95,0.4984,359.78,0.83,0.238
352.87,0.95,0.4992,359.78,0.73,0.2389
352.87,1.03,0.5001,359.78,0.73,0.2398
352.87,1.1,0.5012,359.78,0.64,0.2405
352.87,1.1,0.5023,359.78,0.62,0.2412
352.87,1.18,0.5035,359.78,0.62,0.2419
352.87,1.25,0.5049,359.78,0.72,0.2427
352.87,1.25,0.5062,359.78,0.34,0.2429
352.87,1.31,0.5077,359.78,0.34,0.2431
352.87,1.31,0.5091,359.78,0.28,0.2431
352.87,1.29,0.5105,359.78,0.6,0.2438
352.87,1.21,0.5118,359.78,0.6,0.2444
352.87,1.21,0.513,359.78,0.65,0.2452
352.87,1.44,0.5147,359.78,0.84,0.2462
352.87,1.27,0.516,359.78,0.84,0.2473
352.87,1.27,0.5174,359.78,0.84,0.2484
352.87,1.18,0.5186,359.78,0.8,0.2494
352.87,1.31,0.52,359.78,0.58,0.25
352.87,1.31,0.5214,359.78,0.95,0.2512
352.87,1.31,0.5228,359.78,0.95,0.2525
352.87,1.27,0.5242,359.78,1.03,0.2539
352.87,1.27,0.5255,359.78,0.75,0.2548
352.87,1.32,0.5269,359.78,0.75,0.2557
352.87,1.32,0.5283,359.78,0.87,0.2568
352.87,1.39,0.5299,359.78,0.94,0.258
352.87,1.25,0.5312,359.78,0.94,0.2592
352.87,1.25,0.5325,359.78,0.94,0.2604
352.87,1.24,0.5338,359.78,0.84,0.2615
352.87,1.21,0.535,359.78,0.84,0.2625
352.87,1.21,0.5362,359.78,0.94,0.2637
352.87,1.32,0.5376,359.78,0.84,0.2648
352.87,1.15,0.5387,359.78,0.84,0.2658
352.87,1.15,0.5398,359.78,0.87,0.2669
352.87,1.43,0.5414,359.78,0.87,0.268
352.87,1.35,0.5429,359.78,0.87,0.2691
352.87,1.35,0.5443,359.78,0.91,0.2702
352.87,1.44,0.5459,359.78,0.91,0.2714
352.87,1.33,0.5473,359.78,0.56,0.2719
352.87,1.33,0.5488,359.78,0.75,0.2728
