422,18.74,100281.09,2926.02,86.09,-247.74,-250.12,24078.92,    
429,18.95,100282.08,-10001.71,85.12,-10.82,793.56,25147.62,    
423,19.04,100281.14,-10017,85.2,-9.47,794.71,25044.4,    
423,19.1,100281.02,-10021.55,85.21,-9.07,795.05,25044.63,    
419,19.13,100279.77,-10025.07,85.15,-8.94,795.33,25044.87,    
439,19.16,100284.17,-10023,85.15,-8.72,795.14,25044.65,    
422,19.17,100282.82,-10025.48,85.25,-8.55,795.34,25044.87,    
417,19.17,100282.8,-10027.48,85.06,-8.59,795.49,25045,    
419,19.18,100280.81,-10025.84,85.22,-8.71,795.38,25044.87,    
424,19.19,100281.07,-10026.61,85.25,-8.58,795.43,25044.94,    
422,19.21,100282.63,-10025.25,85.4,-8.43,795.32,25044.82,    
421,19.21,100280.02,-10028.72,85.32,-8.48,795.6,25045.11,    
424,19.22,100280.31,-10026.93,85.27,-8.62,795.46,25044.95,    
424,19.22,100282.22,-10026.33,85.11,-8.69,795.4,25044.91,    
426,19.23,100281.38,-10026.11,84.96,-8.9,795.39,25044.9,    
423,19.24,100281.35,-10028.88,85.23,-8.4,795.6,25045.11,    
422,19.24,100281.31,-10028.3,85.21,-8.5,795.56,25045.05,    
423,19.25,100283.57,-10026.16,84.99,-8.68,795.38,25044.87,    
423,19.25,100280.32,-10028.73,85.27,-8.47,795.6,25045.1,    
424,19.26,100281.58,-10026.15,85.16,-8.71,795.4,25044.88,    
423,19.26,100283,-10027.27,85.19,-8.44,795.47,25044.97,    
424,19.27,100282.99,-10026.53,85.08,-8.63,795.41,25044.91,    
423,19.28,100282.31,-10027.09,85.1,-8.61,795.46,25044.96,    
423,19.28,100281.98,-10027.51,85.13,-8.61,795.49,25045,    
423,19.27,100281.02,-10027.27,85.21,-8.59,795.48,25044.98,    
424,19.28,100282.63,-10025.8,85.17,-8.62,795.36,25044.86,    
423,19.29,100283.39,-10025.91,84.87,-8.86,795.36,25044.87,    
423,19.29,100282.39,-10029.11,85.09,-8.44,795.61,25045.12,    
424,19.29,100280.61,-10030.02,85.24,-8.37,795.69,25045.18,    
424,19.3,100286.08,-10025.61,84.78,-8.73,795.32,25044.8,    
423,19.29,100283.85,-10030.05,84.98,-8.34,795.67,25045.18,    
423,19.3,100285.75,-10025.84,85.11,-8.4,795.34,25044.82,    
423,19.3,100283.8,-10027.93,84.97,-8.56,795.51,25045.02,    
431,19.3,100283.14,-10028.69,85.03,-8.47,795.57,25045.07,    
423,19.3,100283.47,-10029.76,85,-8.37,795.65,25045.14,    
424,19.3,100282.21,-10029.38,85.23,-8.3,795.63,25045.11,    
422,19.3,100280.09,-10026.98,85.53,-8.36,795.47,25044.95,    
427,19.31,100285.39,-10023.92,84.84,-8.9,795.2,25044.7,    
424,19.3,100282.16,-10029.86,85.11,-8.37,795.67,25045.19,    
424,19.3,100283.47,-10027.87,85,-8.53,795.51,25044.99,    
423,19.32,100284.89,-10026.8,84.87,-8.67,795.42,25044.92,    
424,19.32,100283.42,-10028.08,85.08,-8.45,795.53,25045.03,    
424,19.31,100283.11,-10029.81,85.09,-8.33,795.66,25045.15,    
423,19.33,100285.35,-10026.07,84.84,-8.7,795.36,25044.84,    
423,19.33,100284.03,-10031.05,84.95,-8.29,795.74,25045.25,    
424,19.32,100283.58,-10029.81,85.2,-8.17,795.65,25045.13,    
424,19.32,100282.58,-10026.57,85.03,-8.71,795.42,25044.9,    
423,19.33,100282.25,-10028.59,85.06,-8.53,795.57,25045.08,    
424,19.32,100282.91,-10027.55,85.05,-8.55,795.49,25044.98,    
423,19.32,100280.32,-10028.36,85.27,-8.5,795.57,25045.07,    
423,19.33,100282.07,-10025.84,85.2,-8.63,795.37,25044.86,    
422,19.33,100281.58,-10027.22,85.32,-8.44,795.48,25044.99,    
423,19.34,100281.85,-10027.37,85.34,-8.39,795.49,25044.99,    
423,19.34,100282.51,-10027.28,85.08,-8.61,795.47,25044.97,    
423,19.34,100282.67,-10028.54,85.07,-8.49,795.56,25045.06,    
423,19.34,100282.02,-10027.77,85.1,-8.58,795.51,25045,    
423,19.34,100280.88,-10029.02,85.29,-8.39,795.62,25045.11,    
423,19.35,100281.17,-10028.02,85.15,-8.6,795.54,25045.02,    
423,19.34,100279.41,-10030.12,85.34,-8.35,795.71,25045.2,    
423,19.34,100278.25,-10029.54,85.44,-8.41,795.67,25045.15,    
423,19.34,100280.38,-10028.36,85.26,-8.49,795.57,25045.05,    
423,19.35,100281.81,-10025.26,85.14,-8.74,795.33,25044.82,    
423,19.35,100280.03,-10028.68,85.14,-8.62,795.6,25045.11,    
423,19.35,100279.53,-10030.48,85.33,-8.3,795.73,25045.22,    
423,19.35,100281.99,-10027.91,85.13,-8.53,795.52,25045,    
423,19.35,100281,-10026.45,85.21,-8.66,795.42,25044.92,    
423,19.35,100281.97,-10027.24,85.03,-8.69,795.47,25044.98,    
423,19.35,100281.81,-10028.88,85.1,-8.49,795.6,25045.1,    
423,19.35,100283.77,-10028.05,84.98,-8.52,795.52,25045.01,    
423,19.35,100281.64,-10027.17,85.16,-8.61,795.47,25044.97,    
423,19.36,100283.7,-10025.43,84.98,-8.75,795.32,25044.82,    
423,19.37,100284.99,-10027.18,85.04,-8.43,795.45,25044.96,    
424,19.37,100285.47,-10027.73,84.86,-8.53,795.49,25044.99,    
423,19.37,100283.52,-10028.03,85,-8.52,795.52,25045.02,    
423,19.37,100284.99,-10029.18,84.88,-8.44,795.6,25045.09,    
423,19.36,100284.03,-10031.09,84.95,-8.27,795.75,25045.24,    
